paper_key,title,year,venue,source,verdict,reason,type,override_verdict
doi:10.3390/cryst13081231,Corrosion of Eutectic High-Entropy Alloys: A Review,2023,Crystals,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/icept67137.2025.11157610,Corrosion Mechanisms and Protection Strategies for Tin and its Alloys in Electronic Components: A Review,2025,International Conference on Electronic Packaging Technology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1145/3778886.3778921,A review on Residual Stress Measurement via Nanoindentation for Multi-Material Systems,2025,Proceedings of the 2025 2nd International Conference on Industrial Automation and Robotics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.61838/jtesd.100,Providing a Model for Overcoming Career Plateauing and Examining Its Effect on Career Success in Service Organizations (Case Study: Bank Maskan of the Islamic Republic of Iran),2025,"Training, Education, and Sustainable Development",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.63646/jtis.2023.010103,"Generative AI and Social Transformation: A Socio-Technical Framework for Trust, Identity, and Accountability in Human–AI Collaboration",2023,Journal of Technology Innovation and Society,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.17521/cjpe.2019.0355,Global change and ecosystems research progress and prospect,2020,Chinese Journal of Plant Ecology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4103/0972-4052.244606,OSC16: Effects of Streptozotocin-induced Diabetes Mellitus on Peri-implantitis,2018,The Journal of Indian Prosthodontic Society,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1117/12.3086771,Microstructural characteristics of the steel/aluminum dissimilar welding interface and their effects on joint performance,2025,International Conference on Microelectromechanical Systems Manufacturing and Materials Technology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0cd0ab8f7e7bfb68ec6217622e5bc462961032ee,System Design and Scenario Step 1 : Expert Launches a Crowd Investigation,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/15248380241286810,Mapping the Landscape of Trauma-Informed Care in Social Work: A Critical Scoping Review,2024,"Trauma, Violence, & Abuse",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12889-019-6791-4,Evaluation of an intervention to promote walking during the commute to work: a cluster randomised controlled trial,2019,BMC Public Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.46488/nept.2025.v24i02.b4236,Enabling Environment for Climate-Smart Agriculture: A Critical Review of Climate Smart Practices from South Asia and Sub-Saharan Africa,2025,Nature Environment and Pollution Technology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31891/2307-5740-2025-348-6-58,ГЛОБАЛЬНІ ТА НАЦІОНАЛЬНІ ІМПЕРАТИВИ РОЗВИТКУ ОСВІТНЬО-ПРОФЕСІЙНОГО ПОТЕНЦІАЛУ ПРОМИСЛОВОСТІ: ПОРІВНЯЛЬНИЙ АНАЛІЗ,2025,Herald of Khmelnytskyi National University Economic sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.mser.2014.06.001,Structure and properties of lead-free solders bearing micro and nano particles,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.23850/24629758.565,Las barreras para acceder al crédito formal dificultan la subsistencia de los microempresarios,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s00103-017-2612-z,[How does knowledge reach health care practice? : Implementation research and knowledge circulation].,2017,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12961-020-00668-9,Adapting evidence-informed population health interventions for new contexts: a scoping review of current practice,2021,Health Research Policy and Systems,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/add.70240,Contingency management interventions for substance use and addictive behaviours: Review of the United Kingdom evidence base,2025,Addiction,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s13012-024-01389-1,Models and frameworks for assessing the implementation of clinical practice guidelines: a systematic review,2024,Implementation Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/20961790.2021.1928815,A new place for psychiatry among the forensic sciences,2021,Forensic Sciences Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12877-022-02768-3,Impact of home healthcare on end-of-life outcomes for people with dementia: a systematic review,2021,BMC Geriatrics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.65231/ijmr.v1i2.40,Research Progress in Photothermal Self-Healing Coatings,2025,International Journal For Multidisciplinary Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.48550/arxiv.2210.05791,Sociotechnical Harms: Scoping a Taxonomy for Harm Reduction,2022,arXiv.org,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5539/ijel.v14n6p84,The Digital Voice of Students: Analysing Emerging Themes in a Corpus of University Reviews,2024,International Journal of English Linguistics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.47619/2713-2617.zm.2021.v2i4;101-113,Application of IoT technologies in healthcare,2021,City Healthcare,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s43058-021-00177-y,Costs of implementing community-based intervention for HIV testing in sub-Saharan Africa: a systematic review,2021,Implementation Science Communications,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1634/theoncologist.2013-0435,An ethnographic study of barriers to cancer pain management and opioid availability in India.,2014,The Oncologist,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7220/9786094674792,Guidelines for open and online learning assessment and recognition with reference to the National and European qualification framework: micro-credentials as a proposal for tuning and transparency,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.11648/j.iotcc.20190703.12,Impact of Internet of Thing in Developing Country: Systematic Review,2019,Internet of Things and Cloud Computing,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1371/journal.pone.0264116,"A systematic review on integrated care for traumatic brain injury, mental health, and substance use",2022,PLoS ONE,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7896/j.2053,Adoption and preferences for coffee drought index-based insurance in Uganda,2020,Studies in Agricultural Economics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.63163/jpehss.v3i4.875,Potential of Rooftop and Vertical Gardens in Promoting Urban Plant Diversity and Ecosystem Services,2025,"Physical Education, Health and Social Sciences",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s12098-023-04721-7,"Care During Labour, Childbirth, and Immediate Newborn Care in India: A Review",2023,Indian Journal of Pediatrics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/world6040154,Service Design for Repair Practices in the Circular Economy: A Systematic Review Approach,2025,World,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:31e5d8632418325aa3059d87898b6acaf44bba60,"A shared purpose framework to deliver person-centred, safe and effective care: organisational transformation using practice development methodology",2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4103/0972-4052.244608,OSC18: A Systematic Review and Meta-Analysis on Weathering and Aging Effect of Maxillofacial Silicone’s Physical Properties,2018,The Journal of Indian Prosthodontic Society,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1093/schbul/sbaf059,From Idealist to Realist—Designing and Implementing Shared Decision-Making Interventions in the Choice of Antipsychotic Prescription in People Living With Psychosis (SHAPE): A Realist Review (Part 2—Designing SDM Interventions: Optimizing Design and Local Implementation),2025,Schizophrenia bulletin,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/fendo.2024.1386600,Cognitive impairment and associated factors among patients with diabetes mellitus in Africa: a systematic review and meta-analysis,2024,Frontiers in Endocrinology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/mi16111195,Application of Polymer Lubricants in Triboelectric Energy Harvesting: A Review,2025,Micromachines,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:36e2bbd235cf978fd6a0b5c6878aca319ed7ba18,"Easy-to-Use , Web-Based Graphical User Interface for Controlling Entities in Constructive Simulations",2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/cdoe.12268,Preventive dental visiting: a critical interpretive synthesis of theory explaining how inequalities arise,2017,Community Dentistry and Oral Epidemiology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3760/cma.j.cn112150-20241129-00959,[The evaluation research on the integration of medical care and prevention in China: a systematic review].,2025,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.26686/wgtn.17143859.v1,How a government strategy of active performance management has influenced District Health Boards' delivery of publicly funded elective services,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/ijerph19148271,A Review of Ecosystem Services Research Focusing on China against the Background of Urbanization,2022,International Journal of Environmental Research and Public Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/coatings12111724,Research Progress of Self-Healing Thermal Barrier Coatings: A Review,2022,Coatings,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1155/2022/7506237,An IOT Innovation of Smart Solar Energy Consumption Analysis and Control in Micro Grid,2022,International Journal of Photoenergy,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s10551-019-04371-w,Mapping the Ethicality of Algorithmic Pricing: A Review of Dynamic and Personalized Pricing,2019,Journal of Business Ethics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7148/2018-0066,Review Of Global Industry Classification,2018,European Conference on Modelling and Simulation,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5334/ijic.icic23167,The Covid-19 pandemic as a driver towards integrated health care-learning from the experiences of UK community hospitals,2023,International Journal of Integrated Care,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/jcm11061558,Clinical Study and Systematic Review of Pituitary Microadenomas vs. Macroadenomas in Cushing’s Disease: Does Size Matter?,2022,Journal of Clinical Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/eip.70048,Mental Health of Indian Transgender Individuals: A Meta-Ethnography.,2025,Early Intervention in Psychiatry,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.32038/mbrq.2023.26.01,A Framework Towards Customer Lifetime Value’s Macro and Micro Dimensions in the Service Sector: A State-of-the-Art Review,2023,European Journal of Studies in Management and Business,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s13643-018-0921-4,"Effectiveness of text messaging interventions on prevention, detection, treatment, and knowledge outcomes for sexually transmitted infections (STIs)/HIV: a systematic review and meta-analysis",2019,Systematic Reviews,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:4f071f02912557bf819aeee424036c80cec8f936,Effect of a Micro Entrepreneur-Based Community Health Delivery Program on Under-Five Mortality in Uganda: A Cluster-Randomized Controlled Trial,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/b978-1-78242-326-3.00010-5,Mechanical and environmental resistance of nanoparticle-reinforced pavement materials,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.cosrev.2017.07.003,"Characterizing DDoS attacks and flash events: Review, research gaps and future directions",2017,Computer Science Review,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1590/1413-812320242911.11472023en,Barriers to preceptorship in Interprofessional Education: an integrative review.,2025,Ciência & Saúde Coletiva,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/jech-2015-206256.61,OP62 An obstetric media scandal: a systematic analysis of twitter status updates,2015,Journal of Epidemiology and Community Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.procir.2019.04.141,Application review of LCA (Life Cycle Assessment) in circular economy: From the perspective of PSS (Product Service System),2019,Procedia CIRP,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/0094306119867060v,Approaches to Ethnography: Analysis and Representation in Participant Observation,2019,Contemporary Sociology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:5b9c4e09808eed4f03c7b8cffcff7275bf5b45e3,Communication Management for Public Service Broadcasting – An Analysis of the Legitimizing Rhetoric of PSB in Switzerland,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/13561820.2020.1856799,Conceptualizing interprofessional working – when a lawyer joins the healthcare mix,2021,Journal of Interprofessional Care,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/fmats.2021.762864,Editorial: Trends and Advanced Materials for Pavement and Road Infrastructure,2021,Frontiers in Materials,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:5e13a88deeba8d1f2184ae49cbee5676a1525560,Binge eating disorder and night eating syndrome in adults with type 2 diabetes,2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s00223-021-00858-9,Diagnosis and Management of Osteoporosis During COVID-19: Systematic Review and Practical Guidance,2021,Calcified Tissue International,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/jocn.16460,Fathers' perceptions and experiences of support to be a parenting partner during the perinatal period: A scoping review.,2022,Journal of Clinical Nursing,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.berh.2016.09.004,Harnessing and supporting consumer involvement in the development and implementation of Models of Care for musculoskeletal health.,2016,Baillière's Best Practice & Research : Clinical Rheumatology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5334/ijic.2895,Patient empowerment as a promising avenue towards health and social care integration: results from an overview of systematic reviews of patient empowerment interventions,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.36171/jamd19.22.4.04,Type 2 diabetes therapy’s quality based on gender. Monographs of AMD Annals 2018,2019,The Journal of AMD,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s10597-024-01263-w,Factors Influencing the Integration of Traditional Medicine and Mainstream Medicine in Mental Health Services in West Africa: A Systematic Review Using Narrative Synthesis,2024,Community mental health journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/npr2.12141,Raising awareness of suicide prevention during the COVID‐19 pandemic,2020,Neuropsychopharmacology Reports,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.26689/pbes.v8i6.12599,Digital Economy Empowering New Quality Productive Forces: A Review and Implications,2025,Proceedings of Business and Economic Studies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:68e4783bb8e8bff51d42532f006c2ba341cb7de4,Achieving SDG 10: A Global Review of Public Service Inclusion Strategies for Ethnic and Religious Minorities,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:69d9ddfa5e9001ead0b914a90929dca06675ccf0,Countermeasure Research on Ice and Snow Tourism Industry Problems in Heilongjiang Province Based on Comparative Advantage,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3310/nihropenres.13523.1,"Managing hypertension in rural Gambia and Kenya: Protocol for a qualitative study exploring the experiences of patients, health care workers, and decision-makers",2024,NIHR Open Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1159/000546993,Enhanced Recovery after Fetal Sequencing: A Perinatal Genomic Scoping Review of Exome/Genome Testing for Reproductive/Obstetric-MFM Providers to Initiate Knowledge Translation following a Screening Ultrasound Identifying Fetal Anomalies,2025,Fetal Diagnosis and Therapy,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:6ce97ac0cccd6f394f7ce35bd721d24609d7e171,Physicians’ View and Experiences of Defensive Medicine: An International Review of Empirical Research,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/admi.202500935,"Structural Self‐Healing Superhydrophobic Surfaces: Healing Mechanisms, Methods, and Future Challenges",2025,Advanced Materials Interfaces,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4103/ijph.ijph_681_23,"National programme for prevention and control of cancer, diabetes, cardiovascular diseases, and stroke: A scoping review in the context of hypertension prevention and control in India",2023,Indian Journal of Public Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:763f506629b538c482226bd51cb5c1e6f0185752,Prospects of University Autonomy in Nigeria,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:76e1e85ddb0d3bc7c72a40fa54a5eda9cba61743,From “Plug” to “play” : Making established technology innovations work in caring services,2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/bs12110431,Implementing Trauma Informed Care in Human Services: An Ecological Scoping Review,2022,Behavioral Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/1757913918763444,Reducing tobacco smoke exposure for vulnerable groups: hospital settings and teachable moments,2018,Perspectives in Public Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:7a7fc502b87a6555817f5079d3e0e56711e3e53f,Current Awareness Bulletin-Infection Prevention and Control February – March 2015,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.32628/shisrrj214458,Process Automation Framework for Enhancing Procurement Efficiency and Transparency,2021,Shodhshauryam International Scientific Refereed Research,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
ss:7d0e06c1085a7e36d5454c265dde8db5a64727b8,Training Need Identification To School Teachers in Tamil Nadu,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:7d355b551e83aed0c948b11a9d059fd9669ed015,EVALUASI STRATEGI KEBIJAKAN PROGRAM PENANGGULANGAN KEMISKINAN DAERAH KOTA METRO (STUDI KASUS DI KECAMATAN METRO UTARA),2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:7e2e02a9b6135549f5997dc7aa7cd65c8190f8f7,Economic Outlook of Pakistan Economy,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.34142/2709-7986.2025.30.2.23,Investigating the efficiency of student teachers’ self-recorded microlesson videos for initial teacher education at a university of technology in South Africa,2025,Educational Challenges,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:83107f746b0d16f3573afef3e504ad0940fe3639,"Something old, something new, something borrowed, something blue: A marriage of innovation in nursing EBP and digital literacy education",2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/fnins.2021.736730,Study on Magnetic Control Systems of Micro-Robots,2021,Frontiers in Neuroscience,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1145/3700297.3700358,Research on Key Technologies of Personalized Learning System from the Perspective of Micro-service on Smart Campus,2024,Proceedings of the 2024 International Symposium on Artificial Intelligence for Education,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.3233/tad-160158,An integrative review of information and communication technology based support interventions for carers of home dwelling older people,2017,Technology and Disability,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jenvman.2025.124797,The interactive application and impacts of iron/nitrogen biogeochemical cycling in distributed ponds for non-point source pollution control in a watershed.,2025,Journal of Environmental Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:8a71a1f81bd23a1cb9aa45755a80946f66c3db0f,The Implementation and Evaluation of Pharmaceutical Care Plans for Diabetic Populations at Multispecialty Hospital,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1049/ses2.70011,The Demand and Challenges of Meteorological Services for Power Systems Amid Global Climate Change,2025,IET Smart Energy Systems,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/07317115.2025.2505577,Evidence for Building an Integrated Dementia Healthcare System: A Systematic Review,2025,Clinical Gerontologist,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.socscimed.2014.01.032,What factors influence the use of contracts in the context of NHS dental practice? A systematic review of theory and logic model,2014,Social Science & Medicine (1967),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5334/ijic.3757,Implementation of an evaluation system for chronic care models in Spain,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1093/police/pav023,Institutionalizing Place-Based Approaches: Opening ‘Cases’ on Gun Crime Hot Spots,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5334/ijic.s3127,"Implementation and evaluation of a novel integrated care program in South
 Eastern Sydney, Australia",2019,International Journal of Integrated Care,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/11297298241284737,What are the reported procedural costs of vascular access surgery?,2024,Journal of Vascular Access,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.61173/mrb3c682,"The Windfall Profits and Risks of Gamified Finance: An Integrated Analysis Framework of Behavior, Market, and Regulation",2025,Finance &amp; Economics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.14419/ijet.v7i2.21.12394,A comparative review of the challenges encountered in sentiment analysis of Indian regional language tweets vs English language tweets,2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s43545-025-01206-6,Grounding the self-help groups performances with implications for women empowerment and rural livelihoods: a systematic review,2025,SN Social Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.18502/mshsj.v6i4.8983,The Process Pattern of Value Co-creation in Healthcare Service Ecosystem,2022,Quarterly Journal of Management Strategies in Health System,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.20473/vol10iss20231pp27-40,The Business Cycle as a Moderator of Financing for Financing Risk of Islamic Commercial Banks in Indonesia,2023,Jurnal Ekonomi Syariah Teori dan Terapan,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:a5c2272a2faeb75bd824dd6c47dd38383dc7363a,Dental Caries in Sudan: A Systematic Review,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.9734/ajpas/2025/v27i7776,Artificial Intelligence in Healthcare: A Systematic Review of Virtual Healthcare Assistants,2025,Asian Journal of Probability and Statistics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1192/bjp.206.3.261,From the Editor's desk,2015,British Journal of Psychiatry,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/uog.22335,OC18.07: Long‐term outcome of fetuses with prenatal diagnosis of isolated agenesis of septum pellucidum,2020,Ultrasound in Obstetrics and Gynecology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1038/s41598-021-03961-x,Persistently high hepatitis C rates in haemodialysis patients in Brazil [a systematic review and meta-analysis],2022,Scientific Reports,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/educsci15111417,A Systematic Review of Studies Using the Topic-Specific Pedagogical Content Knowledge Framework in Science Education,2025,Education sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s00264-017-3534-y,"Bone and joint infection, from prevention to complications",2017,International Orthopaedics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.33790/jmhsb1100157,A Systematic Review of Program Outcomes for the National Family Caregiver Support Program Using a Theoretical Approach,2022,Journal of Mental Health and Social Behaviour,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:af2e81db14c05187f9c3bf180eef628e334d2a83,"A SYSTEMATIC REVIEW ON THE EVALUATION OF CUSTOMER SATISFACTION FROM SMART CARS IN AUTOMOBILE INDUSTRY, A CASE STUDY OF MICRO COMPACT CARS, LONDON, UK",2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/jech-2014-204726.138,PP43 Do microfinance initiatives improve women’s health? A systematic review of women’s empowerment interventions,2014,Journal of Epidemiology and Community Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/rev3.3441,Refugees' gendered experiences of education in Europe since 2015: A scoping review,2023,Revista de educación,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.33140/jerr.03.02.05,"Formal Operating Mechanisms of Financial Institutions, Business-Users and Financial Inclusion in Mbeya City-Tanzania",2023,Journal of Economic Research &amp; Reviews,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.69522/uongozi.v31i2.30,EMERGING SUSTAINABILITY AND CO-CREATION PERSPECTIVES IN PUBLIC SECTOR GOVERNANCE: THE CASE OF ZIMBABWE,2021,The UONGOZI Journal of Management and Development Dynamics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5334/ijic.2609,Understanding and Evaluating the Implementation of Integrated Care: A ‘Three Pipe’ Problem,2016,International Journal of Integrated Care,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.12775/cjfa.2020.015,ROLE OF MICROFINANCE INSTITUTIONS IN FINANCING MICRO AND SMALL ENTERPRISES IN ETHIOPIA,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:b7f5c8dd8b0c3801834fefe37fac8d406c338a41,Dental Outreach Program – How Effective it is in Reaching Out to the Community,2015,Journal of International Oral Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:b820fd2f62e4b884048b3775962aba27a06e907d,Challenges and Opportunities of Liberalization in the GCC Banking Industry with Special Focus on Kuwait,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.17762/turcomat.v12i11.6102,A Systematic Review of Factors Influencing Digital Transformation of SMEs,2021,Turkish Journal of Computer and Mathematics Education,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1101/2025.03.18.25324206,Effects of cash transfer and incentive programs on service utilization and treatment outcomes related to neglected tropical diseases and their impact on health and nutrition in low and middle-income countries: a protocol for a systematic review,2025,medRxiv,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s40359-024-02098-6,Factors influencing sport persistence still represent a knowledge gap – the experience of a systematic review,2024,BMC Psychology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5958/2278-4853.2019.00220.9,A systematic review of financial inclusion strategies and practices,2019,Asian Journal of Multidimensional Research (AJMR),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:beea6e6edfc81404294ae04258465728a749383c,Micro- and Macro-Level Features of NLP-Based Writing Tools in Higher Education,2022,IEEE International Conference on Consumer Electronics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.54448/mdnt24s212,Major outcomes of clinical and experimental studies to highlight the importance of using silane in composite resin restorations in modern dentistry: a systematic review,2024,MedNEXT Journal of Medical and Health Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s13012-025-01444-5,Translational framework for implementation evaluation and research: implementation strategies derived from normalization process theory,2025,Implementation Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1021/acsbiomaterials.3c00183,Surface Modification and Functionalities for Titanium Dental Implants.,2023,ACS Biomaterials Science & Engineering,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7358/ecps-2024-029-jama,Media and Context of Science Education in TPACK: A Systematic Review,2024,ECPS - Educational Cultural and Psychological Studies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s13012-018-0712-2,Quality improvement initiatives for hospitalised small and sick newborns in low- and middle-income countries: a systematic review,2018,Implementation Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
