paper_key,title,year,venue,source,verdict,reason,type,override_verdict
doi:10.1109/clei.2015.7360025,Comparison of software process models. A systematic literature review,2015,Latin American Computing Conference / Conferencia Latinoamericana En Informatica,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5220/0012688100003687,Machine Learning-Enhanced Requirements Engineering: A Systematic Literature Review,2024,International Conference on Evaluation of Novel Approaches to Software Engineering,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.18260/1-2--15312,More Than Just Lab Work: A Summer Intern Program Teaches Undergraduates How To Communicate Their Research,2005,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1017/dmp.2020.332,COVID-19 Models for Hospital Surge Capacity Planning: A Systematic Review,2020,Disaster Medicine and Public Health Preparedness,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/bf02736224,Theories and Finite Elements for Multilayered Plates and Shells:A Unified compact formulation with numerical assessment and benchmarking,2003,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7480/abe.2019.2,Re-use of Building Products in the Netherlands,2019,Architecture and the Built Environment,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.29327/1298728.24-22,CSC - Um Sistema de Controle de Cenários de Conflito,2021,Workshop em Engenharia de Requisitos,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/conisoft63288.2024.00019,Identification of Practices for Representing Indigenous Groups in Software Requirements Elicitation: A Systematic Literature Review,2024,2024 12th International Conference in Software Engineering Research and Innovation (CONISOFT),semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1145/3195836.3195843,Leveraging Motivational Theories for Designing Gamification for RE,2018,"IEEE/ACM International Conference on Connected Health: Applications, Systems and Engineering Technologies",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.infsof.2016.04.002,Requirements engineering for safety-critical systems: A systematic literature review,2016,Information and Software Technology,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
ss:29ec1a453dda47fe9f1e5a3e35b3fbf86a7b7133,"Detection of spam review on mobile app stores, evaluation of helpfulness of user reviews and extraction of quality aspects using machine learning techniques",2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jss.2018.05.025,Large animal models for long-segment tracheal reconstruction: a systematic review.,2018,Journal of Surgical Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1145/3701625.3701658,Eliciting Public Discourse of SE Tool Providers in a Study on Requirements Process Debt - A Different Shade of Gray,2024,Brazilian Symposium on Software Quality,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/978-3-319-30282-9_18,Customer Involvement in Continuous Deployment: A Systematic Literature Review,2016,Requirements Engineering: Foundation for Software Quality,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.eswa.2017.12.020,The use of machine learning algorithms in recommender systems: A systematic review,2015,Expert systems with applications,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.11648/j.ajwse.20200604.12,Study on Inheritance Gene of Ecological Civilization in Ancient Water Control Works of Zhejiang Province,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/hydrogen6030057,Hydrogen-Enabled Power Systems: Technologies’ Options Overview and Effect on the Balance of Plant,2025,Hydrogen,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1142/s0218194014500260,A Comparison of Software Product Line Traceability Approaches from End-to-End Traceability Perspectives,2014,International journal of software engineering and knowledge engineering,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2c77677055995d3c20a534cfaeb709b5412b007a,Software Engineering for Big Data Application Development: Systematic Literature Survey Using Snowballing,2019,"2019 International Conference on Computing, Power and Communication Technologies (GUCON)",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.57041/z065p111,Wastes Generated during Requirement Engineering in AI Era,2025,Pakistan Journal of Scientific Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.17576/jkukm-2025-37(7)-29,"Asphalt for Road Infrastructure: A Review of Composition, Modification, and Sustainability",2025,Jurnal Kejuruteraan,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.56028/aetr.15.1.1795.2025,"Large Language Models in Software Engineering: Automation, Collaboration, and Challenges",2025,Advances in Engineering Technology Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2d8c4619387f0e44ffc8a3d2953dfa01b280e049,Retrospective and Trends in Requirements Engineering for Embedded Systems: A Systematic Literature Review,2017,Workshop em Engenharia de Requisitos,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.2196/81077,"Products, Performance, and Technological Development of Ambulatory Oxygen Therapy Devices: Scoping Review",2025,Journal of Medical Internet Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2dd909538ba7c4b880e3505581e8946937b6fe8b,Effect of Organizational Innovation on Growth of Microfinance Institutions in Kenya (A case of Faulu Micro Finance Bank in Coast Region),2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.csi.2019.103389,A systematic literature review on requirement prioritization techniques and their empirical evaluation,2020,Comput. Stand. Interfaces,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1002/smr.70020,Requirements Engineering Model (REM): An Assessment Model for Software Vendor Organizations,2025,J. Softw. Evol. Process.,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1007/s13770-022-00473-1,The Role of Low-Frequency Electromagnetic Fields on Mesenchymal Stem Cells Differentiation: A Systematic Review,2022,Tissue Engineering and Regenerative Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2e96207951288bf91233ed7f746ded1b28679892,Requirements for a Model-based Requirements Engineering Tool for Embedded Systems : Systematic Literature Review and Survey,2013,,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1145/3708778.3708793,Systems Engineering and Validation: A systematic literature review: Contributing to sustainability with validation,2024,International Conference on Computational Intelligence and Intelligent Systems,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1145/3297156.3297203,Reverse Engineering in Software Product Line - A Systematic Literature Review,2018,International Conference on Computer Science and Artificial Intelligence,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jss.2015.11.036,What recommendation systems for software engineering recommend: A systematic literature review,2016,Journal of Systems and Software,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.18260/1-2--4733,"A Systematic Process To Validate Safety, Health And Environmental Management Curriculum Through Academic Advisory Committee",2009,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/conisoft63288.2024.00028,Cluster Analysis in the Identification of Patterns in Software Development with Agile Methodologies: A Systematic Literature Review,2024,2024 12th International Conference in Software Engineering Research and Innovation (CONISOFT),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:300e6ba75f6dd166282e5f2927ca8fb46f3385cb,Education for sustainable development curriculum audit (E4SD Audit): A curriculum diagnostic tool for quantifying requirements to embed SD into higher education - Demonstrated through a focus on engineering education,2007,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/infrastructures7090109,Environmental Sustainability in Infrastructure Construction—A Review Study on Australian Higher Education Program Offerings,2022,Infrastructures,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/icgse.2012.29,Systematic Literature Reviews in Distributed Software Development: A Tertiary Study,2012,2012 IEEE Seventh International Conference on Global Software Engineering,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2478/picbe-2025-0410,Designing Internet of Things Systems for Circular Economy and Digital Product Passports – A Requirements Engineering Perspective,2025,Proceedings of the International Conference on Business Excellence,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.48550/arxiv.2505.16697,Software Architecture Meets LLMs: A Systematic Literature Review,2025,arXiv.org,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/icosst.2015.7396413,Critical challenges for requirement implementation in context of global software development: A systematic literature review,2015,2015 International Conference on Open Source Systems & Technologies (ICOSST),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/978-3-642-28714-5_22,A Systematic Literature Review on Service Description Methods,2012,Requirements Engineering: Foundation for Software Quality,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/empire.2014.6890110,Systematic reviews in requirements engineering: A tertiary study,2014,2014 IEEE 4th International Workshop on Empirical Requirements Engineering (EmpiRE),semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
ss:31f059d6f127292025c378427a60ae99e8a804a0,Human Factors Engineering as a System in the Vision for Exploration,2006,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.23887/janapati.v13i2.53366,Requirements Engineering Quality: a Literature Review,2024,Jurnal Nasional Pendidikan Teknik Informatika (JANAPATI),semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
ss:3219ce040296660748439ceede69cb7ee5c75c73,Communication Medium Sequence for Resolution of Conflicts Related to Requirement Engineering in Global Software Development,2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jss.2015.04.089,Toward the tools selection in model based system engineering for embedded systems - A systematic literature review,2015,Journal of Systems and Software,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:32bf0a94fa1146d54ca0d0e191e24d4197742e4c,"BIM curriculum design in architecture, engineering, and construction education: a systematic review",2016,Journal of Information Technology in Construction,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.infsof.2025.107718,Requirements engineering for older adult digital health software: A systematic literature review,2025,Information and Software Technology,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1109/apsec.2012.72,DRE-specific Wikis for Distributed Requirements Engineering: A Review,2012,Asia-Pacific Software Engineering Conference,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
ss:331b99b63589d3b40b6c558918c88b182d139801,Enterprise e-recruitment: a problem-oriented conceptual model and ontology for contextualising recruitment problem space.,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:335fc8063c192e619aab3cebd5687171b39bb2b7,Engineering Skills Requirements: a Systematic Literature Review (2009-2016),2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:33b43bbe2b497064bd789b68d3392363021af2a5,A Review on Effective Requirement Elicitation Techniques,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.15302/j-fem-2016036,Quality Function Deployment Implementation in Construction: A Systematic Literature Review,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
